locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKDPDCFA_02276	CDS	1398	dnaA		COG0593	Chromosomal replication initiator protein DnaA
JKDPDCFA_02277	CDS	1164	dnaN			Beta sliding clamp
JKDPDCFA_02278	CDS	2457	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
JKDPDCFA_02279	CDS	216	gyrA_1	5.6.2.2		DNA gyrase subunit A
JKDPDCFA_02280	CDS	2238	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
JKDPDCFA_02281	CDS	816	cpoB_4			Cell division coordinator CpoB
JKDPDCFA_02282	CDS	627	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
JKDPDCFA_02283	CDS	726	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
JKDPDCFA_02284	CDS	1380	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
JKDPDCFA_02285	CDS	492	smpB		COG0691	SsrA-binding protein
JKDPDCFA_02286	tmRNA	359	ssrA			transfer-messenger RNA, SsrA
JKDPDCFA_02287	CDS	399				hypothetical protein
JKDPDCFA_02288	CDS	1338				hypothetical protein
JKDPDCFA_02289	CDS	288				hypothetical protein
JKDPDCFA_02290	CDS	291	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
JKDPDCFA_02291	CDS	291				hypothetical protein
JKDPDCFA_02292	CDS	786				IS3 family transposase ISVpa4
JKDPDCFA_02293	CDS	408				hypothetical protein
JKDPDCFA_02294	CDS	177				hypothetical protein
JKDPDCFA_02295	CDS	969				hypothetical protein
JKDPDCFA_02296	CDS	1671	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
JKDPDCFA_02297	CDS	489	lrp		COG1522	Leucine-responsive regulatory protein
JKDPDCFA_02298	CDS	672				hypothetical protein
JKDPDCFA_02299	CDS	1026	adhT	1.1.1.1		Alcohol dehydrogenase
JKDPDCFA_02300	CDS	993			COG1752	putative NTE family protein
JKDPDCFA_02301	CDS	1431		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 3
JKDPDCFA_02302	CDS	252				hypothetical protein
JKDPDCFA_02303	CDS	2502				hypothetical protein
JKDPDCFA_02304	CDS	666				hypothetical protein
JKDPDCFA_02305	CDS	189				hypothetical protein
JKDPDCFA_02306	CDS	486				hypothetical protein
JKDPDCFA_02307	CDS	1107				hypothetical protein
JKDPDCFA_02308	CDS	582	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
JKDPDCFA_02309	CDS	1128	sqr	1.8.5.4	COG0446	Sulfide-quinone reductase
JKDPDCFA_02310	CDS	567				hypothetical protein
JKDPDCFA_02311	CDS	624				hypothetical protein
JKDPDCFA_02312	CDS	507				hypothetical protein
JKDPDCFA_02313	CDS	1044				hypothetical protein
JKDPDCFA_02314	CDS	1158	queA	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
JKDPDCFA_02315	CDS	840	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JKDPDCFA_02316	CDS	435				hypothetical protein
JKDPDCFA_02317	CDS	606				hypothetical protein
JKDPDCFA_02318	CDS	669				hypothetical protein
JKDPDCFA_02319	CDS	1227				hypothetical protein
JKDPDCFA_02320	CDS	2256	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
JKDPDCFA_02321	CDS	1374	atoC_5		COG2204	Regulatory protein AtoC
JKDPDCFA_02322	CDS	879	fabH_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
JKDPDCFA_02323	CDS	732	bamD			Outer membrane protein assembly factor BamD
JKDPDCFA_02324	CDS	654	cysG_2	4.99.1.4		Siroheme synthase
JKDPDCFA_02325	CDS	198				hypothetical protein
JKDPDCFA_02326	tRNA	84				tRNA-Leu(gag)
JKDPDCFA_02327	CDS	1107				hypothetical protein
JKDPDCFA_02328	CDS	678	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
JKDPDCFA_02329	CDS	291				hypothetical protein
JKDPDCFA_02330	CDS	252				hypothetical protein
JKDPDCFA_02331	CDS	2373	mrcA		COG5009	Penicillin-binding protein 1A
JKDPDCFA_02332	CDS	1029	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
JKDPDCFA_02333	CDS	1200	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
JKDPDCFA_02334	CDS	777	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
JKDPDCFA_02335	CDS	306	secG		COG1314	Protein-export membrane protein SecG
JKDPDCFA_02336	CDS	1605			COG0747	putative ABC transporter-binding protein
JKDPDCFA_02337	CDS	975	dppB_1		COG0601	Dipeptide transport system permease protein DppB
JKDPDCFA_02338	CDS	1023				hypothetical protein
JKDPDCFA_02339	CDS	747	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
JKDPDCFA_02340	CDS	495				hypothetical protein
JKDPDCFA_02341	CDS	270				hypothetical protein
JKDPDCFA_02342	CDS	735	atpB		COG0356	ATP synthase subunit a
JKDPDCFA_02343	CDS	231	atpE			ATP synthase subunit c, sodium ion specific
JKDPDCFA_02344	CDS	528	atpF			ATP synthase subunit b
JKDPDCFA_02345	CDS	570	atpD			ATP synthase subunit delta
JKDPDCFA_02346	CDS	1524	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
JKDPDCFA_02347	CDS	876	atpG		COG0224	ATP synthase gamma chain
JKDPDCFA_02348	CDS	1392	atpD1	7.1.2.2		ATP synthase subunit beta 1
JKDPDCFA_02349	CDS	432	atpC			ATP synthase epsilon chain
JKDPDCFA_02350	CDS	882	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
JKDPDCFA_02351	CDS	1086				hypothetical protein
JKDPDCFA_02352	tRNA	77				tRNA-Pro(tgg)
JKDPDCFA_02353	CDS	558				hypothetical protein
JKDPDCFA_02354	CDS	669	arlR		COG0745	Response regulator ArlR
JKDPDCFA_02355	CDS	1425	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
JKDPDCFA_02356	CDS	498				hypothetical protein
JKDPDCFA_02357	CDS	1491	tth	3.12.1.-	COG1520	Tetrathionate hydrolase
JKDPDCFA_02358	CDS	780	clcD	3.1.1.45		Carboxymethylenebutenolidase
JKDPDCFA_02359	CDS	1203				hypothetical protein
JKDPDCFA_02360	CDS	936	lpxH	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
JKDPDCFA_02361	CDS	1131	ugtP	2.4.1.315		Processive diacylglycerol beta-glucosyltransferase
JKDPDCFA_02362	CDS	900				hypothetical protein
JKDPDCFA_02363	CDS	876				hypothetical protein
JKDPDCFA_02364	CDS	1926	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JKDPDCFA_02365	CDS	825	thiG	2.8.1.10	COG2022	Thiazole synthase
JKDPDCFA_02366	CDS	648	tenI	5.3.99.10	COG0352	Thiazole tautomerase
JKDPDCFA_02367	CDS	891				hypothetical protein
JKDPDCFA_02368	CDS	852	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
JKDPDCFA_02369	CDS	3603				hypothetical protein
JKDPDCFA_02370	CDS	1761	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
JKDPDCFA_02371	CDS	528	infC		COG0290	Translation initiation factor IF-3
JKDPDCFA_02372	CDS	198				hypothetical protein
JKDPDCFA_02373	CDS	357	rplT		COG0292	50S ribosomal protein L20
JKDPDCFA_02374	CDS	1710				hypothetical protein
JKDPDCFA_02375	CDS	912	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
JKDPDCFA_02376	CDS	651				hypothetical protein
JKDPDCFA_02377	CDS	1044	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JKDPDCFA_02378	CDS	1011	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
JKDPDCFA_02379	CDS	387	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
JKDPDCFA_02380	CDS	948				hypothetical protein
JKDPDCFA_02381	CDS	1059	hcf136_1			Ycf48-like protein
JKDPDCFA_02382	CDS	462	fur		COG0735	Ferric uptake regulation protein
JKDPDCFA_02383	CDS	321	rplU		COG0261	50S ribosomal protein L21
JKDPDCFA_02384	CDS	279	rpmA		COG0211	50S ribosomal protein L27
JKDPDCFA_02385	CDS	471	obg_1	3.6.5.-		GTPase Obg
JKDPDCFA_02386	CDS	606	obg_2	3.6.5.-		GTPase Obg
JKDPDCFA_02387	CDS	1080	proB	2.7.2.11	COG0263	Glutamate 5-kinase
JKDPDCFA_02388	CDS	1266	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
JKDPDCFA_02389	CDS	693	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
JKDPDCFA_02390	CDS	558	rsfS			Ribosomal silencing factor RsfS
JKDPDCFA_02391	CDS	954	lapB_2			Lipopolysaccharide assembly protein B
JKDPDCFA_02392	CDS	372				hypothetical protein
JKDPDCFA_02393	CDS	645				hypothetical protein
JKDPDCFA_02394	CDS	2214	dinG_2	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
JKDPDCFA_02395	CDS	912	cmpR_2			HTH-type transcriptional activator CmpR
JKDPDCFA_02396	CDS	1002				hypothetical protein
JKDPDCFA_02397	CDS	576				hypothetical protein
JKDPDCFA_02398	CDS	369				hypothetical protein
JKDPDCFA_02399	CDS	396	yccA		COG0670	Modulator of FtsH protease YccA
JKDPDCFA_02400	CDS	933	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
JKDPDCFA_02401	CDS	2619	polA	2.7.7.7		DNA polymerase I, thermostable
JKDPDCFA_02402	CDS	690				hypothetical protein
JKDPDCFA_02403	CDS	480				hypothetical protein
JKDPDCFA_02404	CDS	615	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
JKDPDCFA_02405	CDS	894	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
JKDPDCFA_02406	CDS	2451	lon_2	3.4.21.53		Lon protease
JKDPDCFA_02407	CDS	1008	thiL	2.7.4.16		Thiamine-monophosphate kinase
JKDPDCFA_02408	CDS	486				hypothetical protein
JKDPDCFA_02409	CDS	699	pal_3			Peptidoglycan-associated lipoprotein
JKDPDCFA_02410	CDS	540	pal_4		COG2885	Peptidoglycan-associated lipoprotein
JKDPDCFA_02411	CDS	483				hypothetical protein
JKDPDCFA_02412	CDS	2235	rnr	3.1.13.1	COG0557	Ribonuclease R
JKDPDCFA_02413	CDS	357				hypothetical protein
JKDPDCFA_02414	CDS	1215				hypothetical protein
JKDPDCFA_02415	CDS	201				hypothetical protein
JKDPDCFA_02416	CDS	714	udgb	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
JKDPDCFA_02417	CDS	1077				hypothetical protein
JKDPDCFA_02418	CDS	642				hypothetical protein
JKDPDCFA_02419	CDS	423				hypothetical protein
JKDPDCFA_02420	CDS	1746				hypothetical protein
JKDPDCFA_02421	tRNA	77				tRNA-Met(cat)
JKDPDCFA_02422	CDS	1251	lpd	1.8.1.4		Dihydrolipoyl dehydrogenase
JKDPDCFA_02423	CDS	117				hypothetical protein
JKDPDCFA_02424	CDS	1395				hypothetical protein
JKDPDCFA_02425	CDS	990	sapM	3.1.3.64		Phosphatidylinositol-3-phosphatase
JKDPDCFA_02426	CDS	219				hypothetical protein
JKDPDCFA_02427	CDS	393				hypothetical protein
JKDPDCFA_02428	CDS	243	tusA_2		COG0425	Sulfur carrier protein TusA
JKDPDCFA_02429	CDS	1212		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
JKDPDCFA_02430	CDS	1005	ybiB		COG0547	putative protein YbiB
JKDPDCFA_02431	CDS	906	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
JKDPDCFA_02432	CDS	138				hypothetical protein
JKDPDCFA_02433	CDS	942	norR_7			Anaerobic nitric oxide reductase transcription regulator NorR
JKDPDCFA_02434	tRNA	89				tRNA-Ser(cga)
JKDPDCFA_02435	CDS	1284				hypothetical protein
JKDPDCFA_02436	tRNA	86				tRNA-Ser(tga)
JKDPDCFA_02437	tRNA	93				tRNA-Ser(gct)
JKDPDCFA_02438	CDS	942				hypothetical protein
JKDPDCFA_02439	CDS	1161	prfC_1		COG4108	Peptide chain release factor 3
JKDPDCFA_02440	CDS	489	prfC_2		COG4108	Peptide chain release factor 3
JKDPDCFA_02441	CDS	645	recR		COG0353	Recombination protein RecR
JKDPDCFA_02442	CDS	315			COG0718	Nucleoid-associated protein
JKDPDCFA_02443	CDS	1623				hypothetical protein
JKDPDCFA_02444	tRNA	93				tRNA-Ser(gga)
JKDPDCFA_02445	CDS	252				hypothetical protein
JKDPDCFA_02446	CDS	369				hypothetical protein
JKDPDCFA_02447	CDS	303				hypothetical protein
JKDPDCFA_02448	CDS	249				hypothetical protein
JKDPDCFA_02449	CDS	1209				hypothetical protein
JKDPDCFA_02450	CDS	405				hypothetical protein
JKDPDCFA_02451	CDS	444				hypothetical protein
JKDPDCFA_02452	CDS	621				hypothetical protein
JKDPDCFA_02453	CDS	1377				hypothetical protein
JKDPDCFA_02454	CDS	144				hypothetical protein
JKDPDCFA_02455	CDS	987	cusB_3			Cation efflux system protein CusB
JKDPDCFA_02456	CDS	909	czcA_6			Cobalt-zinc-cadmium resistance protein CzcA
JKDPDCFA_02457	CDS	2238	czcA_7			Cobalt-zinc-cadmium resistance protein CzcA
JKDPDCFA_02458	CDS	876	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
JKDPDCFA_02459	CDS	384	dksA_2		COG1734	RNA polymerase-binding transcription factor DksA
JKDPDCFA_02460	CDS	744	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
JKDPDCFA_02461	CDS	855				hypothetical protein
JKDPDCFA_02462	CDS	873	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
JKDPDCFA_02463	CDS	204				hypothetical protein
JKDPDCFA_02464	CDS	1311				hypothetical protein
JKDPDCFA_02465	CDS	1485	resA_5			Thiol-disulfide oxidoreductase ResA
JKDPDCFA_02466	CDS	645				hypothetical protein
JKDPDCFA_02467	CDS	831	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
JKDPDCFA_02468	CDS	306				hypothetical protein
JKDPDCFA_02469	CDS	345		2.8.1.-	COG0607	Sulfurtransferase
JKDPDCFA_02470	CDS	1404				hypothetical protein
JKDPDCFA_02471	CDS	1020				hypothetical protein
JKDPDCFA_02472	CDS	555				hypothetical protein
JKDPDCFA_02473	CDS	1365				hypothetical protein
JKDPDCFA_02474	CDS	705				hypothetical protein
JKDPDCFA_02475	CDS	192				hypothetical protein
JKDPDCFA_02476	CDS	186				hypothetical protein
JKDPDCFA_02477	CDS	1134	gcvT_2	2.1.2.10	COG0404	Aminomethyltransferase
JKDPDCFA_02478	CDS	369	gcvH			Glycine cleavage system H protein
JKDPDCFA_02479	CDS	1362	gcvPA	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating) subunit 1
JKDPDCFA_02480	CDS	1491	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
JKDPDCFA_02481	CDS	630	lipM	2.3.1.181		Octanoyltransferase LipM
JKDPDCFA_02482	CDS	342				hypothetical protein
JKDPDCFA_02483	CDS	864				hypothetical protein
JKDPDCFA_02484	CDS	846				hypothetical protein
JKDPDCFA_02485	CDS	1029	queG	1.17.99.6		Epoxyqueuosine reductase
JKDPDCFA_02486	CDS	1035	atoC_6		COG2204	Regulatory protein AtoC
JKDPDCFA_02487	CDS	2160	cpoB_5			Cell division coordinator CpoB
JKDPDCFA_02488	CDS	1221	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
JKDPDCFA_02489	CDS	1470	atoC_7		COG2204	Regulatory protein AtoC
JKDPDCFA_02490	CDS	375				hypothetical protein
JKDPDCFA_02491	CDS	438	flgC		COG1558	Flagellar basal-body rod protein FlgC
JKDPDCFA_02492	CDS	330	fliE			Flagellar hook-basal body complex protein FliE
JKDPDCFA_02493	CDS	1596	fliF		COG1766	Flagellar M-ring protein
JKDPDCFA_02494	CDS	1005	fliG		COG1536	Flagellar motor switch protein FliG
JKDPDCFA_02495	CDS	660				hypothetical protein
JKDPDCFA_02496	CDS	1389	yscN	7.1.2.2		putative ATP synthase YscN
JKDPDCFA_02497	CDS	444				hypothetical protein
JKDPDCFA_02498	CDS	510				hypothetical protein
JKDPDCFA_02499	CDS	813				hypothetical protein
JKDPDCFA_02500	CDS	705				hypothetical protein
JKDPDCFA_02501	CDS	831				hypothetical protein
JKDPDCFA_02502	CDS	1374	flgE		COG1749	Flagellar hook protein FlgE
JKDPDCFA_02503	CDS	507				hypothetical protein
JKDPDCFA_02504	CDS	378				hypothetical protein
JKDPDCFA_02505	CDS	522				hypothetical protein
JKDPDCFA_02506	CDS	798				hypothetical protein
JKDPDCFA_02507	CDS	270				hypothetical protein
JKDPDCFA_02508	CDS	588				hypothetical protein
JKDPDCFA_02509	CDS	150				hypothetical protein
JKDPDCFA_02510	CDS	1089	flhB		COG1377	Flagellar biosynthetic protein FlhB
JKDPDCFA_02511	CDS	693	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
JKDPDCFA_02512	CDS	1425	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
JKDPDCFA_02513	CDS	1182	flhF		COG1419	Flagellar biosynthesis protein FlhF
JKDPDCFA_02514	CDS	879	ylxH		COG0455	Flagellum site-determining protein YlxH
JKDPDCFA_02515	CDS	756	fliA		COG1191	RNA polymerase sigma factor FliA
JKDPDCFA_02516	CDS	795	cheR	2.1.1.80		Chemotaxis protein methyltransferase
JKDPDCFA_02517	CDS	381	cheY		COG0784	Chemotaxis protein CheY
JKDPDCFA_02518	CDS	744				hypothetical protein
JKDPDCFA_02519	CDS	1197	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
JKDPDCFA_02520	CDS	312	cheB2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase 2
JKDPDCFA_02521	CDS	1674				hypothetical protein
JKDPDCFA_02522	CDS	516	cheW		COG0835	Chemotaxis protein CheW
JKDPDCFA_02523	CDS	783	pomA		COG1291	Chemotaxis protein PomA
JKDPDCFA_02524	CDS	786	motB		COG1360	Motility protein B
JKDPDCFA_02525	CDS	291				hypothetical protein
JKDPDCFA_02526	CDS	561				hypothetical protein
JKDPDCFA_02527	CDS	816				hypothetical protein
JKDPDCFA_02528	CDS	303				hypothetical protein
JKDPDCFA_02529	CDS	459		1.-.-.-		putative oxidoreductase
JKDPDCFA_02530	CDS	258				hypothetical protein
JKDPDCFA_02531	CDS	228				hypothetical protein
JKDPDCFA_02532	CDS	459				hypothetical protein
JKDPDCFA_02533	CDS	450				hypothetical protein
JKDPDCFA_02534	CDS	1077				hypothetical protein
JKDPDCFA_02535	CDS	123				hypothetical protein
JKDPDCFA_02536	CDS	594				hypothetical protein
JKDPDCFA_02537	CDS	1185	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
JKDPDCFA_02538	CDS	528				hypothetical protein
JKDPDCFA_02539	CDS	714				hypothetical protein
JKDPDCFA_02540	CDS	1068	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
JKDPDCFA_02541	CDS	1089	hcf136_2			Ycf48-like protein
JKDPDCFA_02542	CDS	528				hypothetical protein
JKDPDCFA_02543	CDS	324				hypothetical protein
JKDPDCFA_02544	CDS	438				hypothetical protein
JKDPDCFA_02545	CDS	1203				hypothetical protein
JKDPDCFA_02546	CDS	321				hypothetical protein
JKDPDCFA_02547	CDS	195				hypothetical protein
JKDPDCFA_02548	CDS	768	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
JKDPDCFA_02549	CDS	483				hypothetical protein
JKDPDCFA_02550	CDS	273				hypothetical protein
JKDPDCFA_02551	CDS	864				hypothetical protein
JKDPDCFA_02552	CDS	2427	topA	5.6.2.1		DNA topoisomerase 1
JKDPDCFA_02553	CDS	219	trmFO_1	2.1.1.74		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
JKDPDCFA_02554	CDS	1146	trmFO_2	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
JKDPDCFA_02555	CDS	966	xerD_3			Tyrosine recombinase XerD
JKDPDCFA_02556	CDS	207	hslV_1	3.4.25.2		ATP-dependent protease subunit HslV
JKDPDCFA_02557	CDS	393	hslV_2	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
JKDPDCFA_02558	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
JKDPDCFA_02559	CDS	873	argB	2.7.2.8	COG0548	Acetylglutamate kinase
JKDPDCFA_02560	CDS	471				hypothetical protein
JKDPDCFA_02561	CDS	474	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
JKDPDCFA_02562	CDS	789	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
JKDPDCFA_02563	CDS	861	panC	6.3.2.1	COG0414	Pantothenate synthetase
JKDPDCFA_02564	CDS	822	ramA	3.5.1.100		(R)-stereoselective amidase
JKDPDCFA_02565	CDS	288	frmR		COG1937	Transcriptional repressor FrmR
JKDPDCFA_02566	CDS	531				hypothetical protein
JKDPDCFA_02567	CDS	1131				hypothetical protein
JKDPDCFA_02568	CDS	1116				hypothetical protein
JKDPDCFA_02569	CDS	492				hypothetical protein
JKDPDCFA_02570	CDS	654				hypothetical protein
JKDPDCFA_02571	CDS	264				hypothetical protein
JKDPDCFA_02572	CDS	507				hypothetical protein
JKDPDCFA_02573	tRNA	87				tRNA-Leu(caa)
JKDPDCFA_02574	CDS	1617				hypothetical protein
JKDPDCFA_02575	CDS	768				hypothetical protein
JKDPDCFA_02576	CDS	537				hypothetical protein
JKDPDCFA_02577	CDS	1257				putative MFS-type transporter
JKDPDCFA_02578	CDS	690	dmpP	1.14.13.7		Phenol hydroxylase P5 protein
JKDPDCFA_02579	CDS	330				hypothetical protein
JKDPDCFA_02580	CDS	120				hypothetical protein
JKDPDCFA_02581	CDS	936				hypothetical protein
JKDPDCFA_02582	CDS	987	thiI	2.8.1.4		tRNA sulfurtransferase
JKDPDCFA_02583	CDS	315	isdG	1.14.14.18		Heme oxygenase (staphylobilin-producing)
JKDPDCFA_02584	CDS	498				hypothetical protein
JKDPDCFA_02585	CDS	195				hypothetical protein
JKDPDCFA_02586	CDS	303				hypothetical protein
JKDPDCFA_02587	CDS	927				hypothetical protein
JKDPDCFA_02588	CDS	834				hypothetical protein
JKDPDCFA_02589	CDS	726				hypothetical protein
JKDPDCFA_02590	CDS	999	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
JKDPDCFA_02591	CDS	627	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
JKDPDCFA_02592	CDS	549	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
JKDPDCFA_02593	CDS	1503	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
JKDPDCFA_02594	CDS	462	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
JKDPDCFA_02595	CDS	1641	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
JKDPDCFA_02596	CDS	534	yrdA		COG0663	Protein YrdA
JKDPDCFA_02597	CDS	693	vldH	3.1.3.101		Validoxylamine A 7'-phosphate phosphatase
JKDPDCFA_02598	CDS	369				hypothetical protein
JKDPDCFA_02599	CDS	282				hypothetical protein
JKDPDCFA_02600	CDS	1059			COG4447	Ycf48-like protein
JKDPDCFA_02601	CDS	627				hypothetical protein
JKDPDCFA_02602	CDS	351				hypothetical protein
JKDPDCFA_02603	CDS	381				hypothetical protein
JKDPDCFA_02604	CDS	246				hypothetical protein
JKDPDCFA_02605	CDS	840				hypothetical protein
JKDPDCFA_02606	CDS	912	dppB_2		COG0601	Dipeptide transport system permease protein DppB
JKDPDCFA_02607	CDS	1098				hypothetical protein
JKDPDCFA_02608	CDS	1206	mdeA	4.4.1.11		L-methionine gamma-lyase
JKDPDCFA_02609	CDS	435				hypothetical protein
JKDPDCFA_02610	CDS	1530				hypothetical protein
JKDPDCFA_02611	CDS	1473	amtB			Ammonia channel
JKDPDCFA_02612	CDS	339	glnB_5		COG0347	Nitrogen regulatory protein P-II 1
JKDPDCFA_02613	CDS	1308	amt			Ammonia channel
JKDPDCFA_02614	CDS	2532	copA	7.2.2.8		Copper-exporting P-type ATPase
JKDPDCFA_02615	CDS	1251				hypothetical protein
JKDPDCFA_02616	CDS	762				hypothetical protein
JKDPDCFA_02617	CDS	705				hypothetical protein
JKDPDCFA_02618	CDS	762				hypothetical protein
JKDPDCFA_02619	CDS	453				hypothetical protein
JKDPDCFA_02620	CDS	2592	pepN	3.4.11.2	COG0308	Aminopeptidase N
JKDPDCFA_02621	CDS	720				hypothetical protein
JKDPDCFA_02622	CDS	354				hypothetical protein
JKDPDCFA_02623	CDS	702	uvrB_1			UvrABC system protein B
JKDPDCFA_02624	CDS	1449	uvrB_2		COG0556	UvrABC system protein B
JKDPDCFA_02625	CDS	270				hypothetical protein
JKDPDCFA_02626	CDS	339	hlyU		COG0640	Transcriptional activator HlyU
JKDPDCFA_02627	CDS	1419				hypothetical protein
JKDPDCFA_02628	CDS	1050	mdtA_5			Multidrug resistance protein MdtA
JKDPDCFA_02629	CDS	207				hypothetical protein
JKDPDCFA_02630	CDS	3081	mdtB_2			Multidrug resistance protein MdtB
JKDPDCFA_02631	CDS	219				hypothetical protein
JKDPDCFA_02632	CDS	1005	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
JKDPDCFA_02633	CDS	348				hypothetical protein
JKDPDCFA_02634	CDS	234				hypothetical protein
JKDPDCFA_02635	CDS	609				hypothetical protein
JKDPDCFA_02636	CDS	861				hypothetical protein
JKDPDCFA_02637	CDS	477	bcp_2	1.11.1.15	COG1225	Putative peroxiredoxin bcp
JKDPDCFA_02638	CDS	1740	arc_2		COG0464	Proteasome-associated ATPase
JKDPDCFA_02639	CDS	1518	dop_4	3.4.-.-		Depupylase
JKDPDCFA_02640	CDS	213	pup_2			Prokaryotic ubiquitin-like protein Pup
JKDPDCFA_02641	CDS	840	prcB_3	3.4.25.1	COG0638	Proteasome subunit beta
JKDPDCFA_02642	CDS	690	prcA_3	3.4.25.1	COG0638	Proteasome subunit alpha
JKDPDCFA_02643	CDS	1347	pafA_3	6.3.1.19		Pup--protein ligase
JKDPDCFA_02644	CDS	420				hypothetical protein
JKDPDCFA_02645	CDS	309				hypothetical protein
JKDPDCFA_02646	CDS	297				hypothetical protein
JKDPDCFA_02647	CDS	216				hypothetical protein
JKDPDCFA_02648	CDS	615				hypothetical protein
JKDPDCFA_02649	CDS	912				hypothetical protein
JKDPDCFA_02650	CDS	204				hypothetical protein
JKDPDCFA_02651	CDS	462				hypothetical protein
JKDPDCFA_02652	CDS	519				hypothetical protein
JKDPDCFA_02653	CDS	633	ectD_2	1.14.11.55		Ectoine dioxygenase
JKDPDCFA_02654	CDS	96	ectC_2	4.2.1.108		L-ectoine synthase
JKDPDCFA_02655	CDS	369				hypothetical protein
JKDPDCFA_02656	CDS	195				hypothetical protein
JKDPDCFA_02657	CDS	198				hypothetical protein
JKDPDCFA_02658	CDS	468				hypothetical protein
JKDPDCFA_02659	CDS	756				hypothetical protein
JKDPDCFA_02660	CDS	756				hypothetical protein
